Make,Model,Year,Fuel_Type,Transmission,Color,Price,Mileage
Ford,Escape,2023.0,Electric,Automatic,Silver,41048.385992226315,108987.0
Tesla,Model X,2023.0,Electric,Automatic,Silver,39917.08047137402,145084.0
BMW,320i,2017.0,Gasoline,CVT,Red,48077.88118451963,149090.0
Tesla,Model S,,Electric,Manual,,33685.50209658572,128236.0
,Model S,,Electric,CVT,Black,,110713.0
Ford,,2022.0,Electric,CVT,Silver,39858.351749827474,116128.0
Ford,Fusion,2000.0,Electric,,Blue,41687.88008910586,87519.0
Honda,Accord,2008.0,Hybrid,CVT,Blue,24905.835470864247,12437.0
Toyota,RAV4,2004.0,Hybrid,CVT,Blue,46255.202840574,44379.0
Nissan,Sentra,2013.0,Electric,Automatic,Blue,38254.96385662499,52682.0
Toyota,,2011.0,Hybrid,Automatic,Silver,37466.824134096736,
Nissan,Altima,2016.0,Hybrid,CVT,Red,29447.425604484033,60384.0
Chevrolet,Impala,2013.0,Hybrid,Automatic,Grey,42166.960290413415,
Tesla,Model 3,2012.0,Diesel,CVT,Silver,,184697.0
,Fusion,2001.0,Gasoline,Manual,Black,22292.97642619962,94440.0
BMW,X3,2000.0,Diesel,Manual,Blue,26022.510744395735,106649.0
Chevrolet,Equinox,2020.0,Hybrid,CVT,Black,21265.597889711808,198228.0
Chevrolet,Impala,2013.0,,Manual,Grey,36187.86309767074,44588.0
Chevrolet,Equinox,2024.0,Electric,CVT,White,25092.604258733285,69874.0
Chevrolet,Malibu,2023.0,Electric,Manual,Blue,26575.14582432978,179751.0
,Altima,,,Manual,White,22098.985950034767,67959.0
Nissan,,,Gasoline,Automatic,Black,32157.210461966693,
Toyota,,2003.0,Gasoline,Manual,Grey,26854.344235619166,48555.0
Toyota,RAV4,2013.0,Diesel,Automatic,Silver,35521.0758602461,136248.0
Ford,Escape,2011.0,Diesel,CVT,Grey,,122082.0
Tesla,Model 3,2000.0,Hybrid,,White,20609.74966319745,146236.0
BMW,320i,2005.0,Gasoline,,Silver,32623.108614359862,18368.0
Tesla,,2012.0,Hybrid,Manual,Black,11470.025378404494,163843.0
Honda,Accord,2024.0,Electric,Manual,,37898.41089392852,43327.0
Chevrolet,Equinox,2005.0,Diesel,CVT,Red,26291.26519638767,177526.0
BMW,X5,2017.0,Hybrid,,Silver,29327.455057522424,
Tesla,Model X,2000.0,Electric,Manual,Black,20482.895740213,
Tesla,Model 3,2019.0,Diesel,CVT,White,27304.446405047984,
Honda,,2009.0,Gasoline,CVT,Grey,33423.05888515683,65124.0
Tesla,Model S,2022.0,Hybrid,Automatic,Grey,33531.76822492143,68446.0
Chevrolet,Malibu,2003.0,Hybrid,Automatic,Grey,27775.48325285046,61516.0
Nissan,Altima,2017.0,Electric,Automatic,Silver,48714.767768770005,153223.0
Nissan,Rogue,2023.0,Diesel,,Blue,30243.633237644186,125673.0
Honda,CR-V,2008.0,Electric,CVT,Red,33890.78935757424,
Toyota,RAV4,2012.0,Hybrid,CVT,Silver,23118.561888240234,185406.0
Toyota,Corolla,,Gasoline,Manual,White,25502.628664118012,122617.0
BMW,X3,,Electric,CVT,Grey,33230.549504863884,158002.0
Chevrolet,Impala,2014.0,Diesel,,Blue,20717.679554039787,23519.0
Chevrolet,,2023.0,,Manual,Blue,34916.75548816378,26657.0
Ford,Fusion,2011.0,Diesel,Manual,Black,35941.03049359102,160918.0
Chevrolet,Equinox,2021.0,Diesel,Manual,White,31891.597525221474,
,Equinox,2000.0,Hybrid,Manual,Grey,37683.78318335788,136208.0
Nissan,Altima,2014.0,Electric,Manual,White,16682.458098737072,189009.0
Toyota,Camry,,Diesel,CVT,Red,20510.909730013525,130209.0
Nissan,Rogue,2010.0,Diesel,,White,44143.41387364145,
BMW,320i,2016.0,Hybrid,,Grey,24856.250931438797,55619.0
BMW,,2023.0,Hybrid,Automatic,Black,33952.09691523873,83114.0
Ford,Focus,2010.0,Hybrid,CVT,Grey,28558.09205839175,10556.0
BMW,X3,2006.0,Diesel,,Red,24294.81414011012,141130.0
Tesla,,2019.0,,Manual,Black,33760.22689076669,
,Accord,2012.0,Diesel,CVT,Blue,35558.28597518808,84671.0
BMW,320i,2000.0,Hybrid,CVT,Silver,36950.70530666412,64459.0
Nissan,Rogue,2019.0,,Automatic,Silver,,90473.0
Nissan,Sentra,2009.0,Gasoline,Automatic,White,24653.05538563064,179576.0
Honda,CR-V,2008.0,Electric,CVT,,,
Nissan,,2005.0,Gasoline,Manual,Blue,45569.65583323107,103488.0
,Malibu,2021.0,Electric,CVT,Blue,28280.21184350626,160636.0
BMW,320i,2021.0,Gasoline,Automatic,Black,31839.576991632057,135605.0
Ford,Escape,2015.0,Hybrid,Manual,Grey,21585.239100379385,80096.0
BMW,320i,2020.0,Electric,Manual,Red,23960.608957508462,10633.0
Toyota,Camry,2018.0,Hybrid,CVT,Silver,40675.21303222873,187279.0
Toyota,Camry,2002.0,Gasoline,Manual,,42735.09871127616,1674.0
Chevrolet,Malibu,,Gasoline,Automatic,Grey,29010.474638296844,
BMW,X5,2007.0,Diesel,Automatic,,19918.761483145936,148936.0
Chevrolet,Impala,2010.0,Gasoline,,,38517.80268732344,26321.0
Toyota,Camry,,Electric,Manual,White,17317.06955528452,135282.0
Tesla,,2011.0,,Automatic,Red,,115663.0
Tesla,Model 3,2012.0,Diesel,CVT,Red,,
Toyota,Camry,2011.0,Electric,,Black,37449.669113171345,135230.0
Tesla,,,,CVT,Silver,35145.65344585648,20572.0
Chevrolet,Malibu,2018.0,Diesel,Automatic,Silver,31545.267060798058,135172.0
Chevrolet,Equinox,,Electric,Manual,White,29185.37422823444,55803.0
,,2010.0,Electric,CVT,Blue,40552.2726144981,65633.0
BMW,X3,2000.0,Gasoline,Manual,White,12244.067152218588,106067.0
Tesla,Model X,2004.0,Hybrid,Manual,Grey,30802.04204916315,152860.0
BMW,320i,2013.0,Gasoline,Manual,Grey,,
BMW,X5,2019.0,Diesel,,White,34932.026674466564,13068.0
Tesla,,2000.0,Gasoline,CVT,Red,34410.80308748133,76593.0
Honda,Accord,2024.0,Electric,CVT,White,25498.70493090211,55041.0
Nissan,Rogue,2001.0,Electric,,White,28308.301914791824,49641.0
Ford,Fusion,2017.0,Diesel,Automatic,White,39119.131411001974,12043.0
Chevrolet,Malibu,2016.0,Diesel,Automatic,,,47346.0
Honda,Civic,2010.0,Diesel,Automatic,Grey,35581.394390563306,113993.0
Honda,CR-V,2015.0,Diesel,CVT,Blue,20914.79736420704,1767.0
Toyota,Corolla,2003.0,Diesel,,Red,29720.576431909627,4708.0
Tesla,Model X,2002.0,Diesel,Automatic,White,28710.601278321916,23461.0
Tesla,Model 3,2016.0,Diesel,Automatic,White,43261.40958032108,5351.0
Toyota,RAV4,2023.0,Electric,CVT,Blue,24529.738975141354,124501.0
BMW,X5,2005.0,Hybrid,,White,44487.765593135846,170790.0
BMW,320i,2006.0,Gasoline,CVT,Grey,24075.493670386473,100017.0
Chevrolet,Malibu,2013.0,Gasoline,,Grey,,143849.0
BMW,X5,,Hybrid,Automatic,Blue,32852.52487736912,80865.0
Tesla,Model X,2006.0,Hybrid,CVT,Grey,41513.41304859489,13882.0
Chevrolet,Impala,2012.0,Diesel,,Silver,32184.143413216618,95515.0
Ford,Focus,2005.0,Electric,Automatic,Red,35794.063642884896,110625.0
Nissan,Sentra,2000.0,Diesel,Automatic,Grey,28523.060801406144,77027.0
Chevrolet,Equinox,2022.0,Electric,Automatic,Blue,23298.103667158754,181880.0
Ford,Focus,2024.0,Electric,Automatic,Black,21248.829228494506,58694.0
BMW,X3,2002.0,Diesel,Automatic,Red,14887.43670369682,87193.0
Tesla,Model 3,2015.0,Diesel,,Black,-484.5235780079238,
Chevrolet,Impala,2006.0,Diesel,Automatic,,21645.82760276589,142405.0
Nissan,Rogue,2018.0,Gasoline,Automatic,Red,,
Honda,Accord,2008.0,Hybrid,CVT,Silver,18231.757314800816,11344.0
Toyota,,2024.0,Gasoline,Manual,Blue,30750.089055910354,133015.0
Nissan,Rogue,2012.0,Hybrid,Automatic,,34086.0513095208,
Toyota,Camry,2021.0,Diesel,,Blue,23188.845385442473,147711.0
Ford,Focus,2022.0,Hybrid,CVT,Grey,26833.494863964417,85030.0
Ford,,2022.0,Gasoline,Automatic,Silver,28318.294034038645,104565.0
Tesla,Model 3,,Gasoline,CVT,Blue,26249.23122947265,18640.0
Nissan,Rogue,,Hybrid,Automatic,White,36573.1152484848,159331.0
Toyota,Camry,2002.0,Diesel,Manual,White,34005.85851222952,194093.0
,Equinox,2007.0,Diesel,,Blue,34594.697830028344,100274.0
Chevrolet,Malibu,2007.0,Diesel,CVT,,29378.34762093851,62661.0
BMW,320i,2017.0,Hybrid,Manual,Black,38676.02961685105,
Ford,Fusion,2011.0,Electric,Manual,,38446.78641327288,55900.0
Chevrolet,Impala,2000.0,Electric,Manual,Grey,39073.41140882858,178480.0
Toyota,Corolla,2012.0,Diesel,Automatic,Blue,16421.874124816914,12626.0
,Escape,2009.0,Hybrid,CVT,,,96159.0
BMW,X5,2013.0,Hybrid,Automatic,Silver,28637.66145820325,16802.0
BMW,320i,2020.0,Gasoline,CVT,Black,26117.82941684373,155732.0
Nissan,,2022.0,Gasoline,Manual,Red,34198.11020692427,56843.0
,Altima,2023.0,Gasoline,Manual,,27680.670692754527,44935.0
Chevrolet,Impala,2007.0,Gasoline,Manual,White,28190.138221914534,22507.0
Toyota,RAV4,2001.0,Gasoline,CVT,Black,31185.54672818432,113487.0
BMW,X5,2018.0,Electric,CVT,Silver,24288.351184303418,17673.0
Nissan,Rogue,2006.0,Electric,,White,30911.272573642007,162302.0
Honda,CR-V,2004.0,Gasoline,Manual,Grey,22831.842316330167,145614.0
Honda,Accord,2005.0,Electric,Automatic,Blue,30504.449696436728,6654.0
BMW,,,,Manual,Grey,26761.886059568464,198629.0
Nissan,Rogue,2010.0,Electric,,Silver,25035.486150619294,27446.0
BMW,320i,2019.0,Electric,Manual,Black,32992.53569432889,95515.0
Honda,Accord,2006.0,Hybrid,CVT,Black,28428.091753478126,4225.0
,Malibu,2013.0,Diesel,Automatic,Red,,124098.0
Tesla,Model X,2018.0,Hybrid,,Blue,34106.44897826715,39437.0
Nissan,Rogue,2011.0,Electric,Manual,White,35441.92631611741,150061.0
Nissan,Altima,2022.0,Hybrid,CVT,White,,98215.0
Chevrolet,Equinox,2011.0,,CVT,Blue,34427.39884280387,125437.0
Tesla,Model 3,2008.0,Gasoline,Automatic,Red,34883.94829910385,
Honda,Accord,,Diesel,CVT,Black,30329.122777582073,138480.0
Nissan,Altima,2006.0,Gasoline,Automatic,Red,43994.40930459507,17752.0
BMW,X3,2011.0,Gasoline,Automatic,Red,26708.733760592746,134872.0
Chevrolet,Impala,2019.0,Diesel,CVT,Silver,,82277.0
Nissan,Sentra,2011.0,Gasoline,Automatic,Silver,16889.740971479958,118692.0
Toyota,Corolla,2013.0,Diesel,Automatic,Red,26362.833413417888,
Chevrolet,Impala,2008.0,Diesel,Manual,Blue,17727.73661175405,12094.0
Chevrolet,Malibu,2014.0,Hybrid,CVT,Silver,38558.995611813014,131226.0
,Model S,2005.0,Electric,Manual,Blue,33644.38754594337,95798.0
Nissan,Rogue,2024.0,Electric,Automatic,Black,34845.34007571549,137366.0
Nissan,Altima,2008.0,Electric,Automatic,Silver,21688.6897763644,
Chevrolet,Equinox,2000.0,Diesel,Automatic,Grey,30524.159969020562,108371.0
Honda,CR-V,2010.0,Gasoline,Manual,Red,38810.982700362234,127899.0
Nissan,Altima,2008.0,Gasoline,Automatic,Blue,,32143.0
BMW,X3,2019.0,Hybrid,CVT,Black,23576.23532160433,121952.0
Honda,CR-V,2005.0,Electric,Manual,Red,30210.574008709118,72934.0
Tesla,Model S,2000.0,,Manual,Silver,17362.05826936836,12202.0
Tesla,Model X,,Diesel,CVT,White,34239.35342981048,184943.0
,X3,2007.0,Gasoline,CVT,Blue,41356.85699985665,144699.0
Honda,Accord,,Diesel,Manual,White,30415.476838375005,94022.0
,320i,,Diesel,Manual,Silver,33262.86278730333,111689.0
BMW,X3,2021.0,Gasoline,CVT,Black,33666.34417359741,31657.0
Ford,Fusion,2008.0,Diesel,Automatic,Silver,47884.48350248602,18462.0
Tesla,Model 3,2006.0,Hybrid,Manual,White,33971.44083246045,107754.0
BMW,X5,,Diesel,CVT,White,36421.81059222413,160135.0
Toyota,Corolla,2005.0,Gasoline,CVT,White,,79397.0
Tesla,Model S,2018.0,Gasoline,CVT,Blue,,52788.0
,X3,2010.0,Diesel,Manual,Silver,26839.032769783516,66247.0
Nissan,Altima,,Electric,Manual,Red,35344.34584957546,13706.0
Toyota,Corolla,2008.0,Gasoline,CVT,Grey,14604.13175122106,156504.0
Honda,CR-V,2020.0,Gasoline,Manual,Silver,24563.104928312987,118960.0
Ford,,,,Automatic,Black,29291.200932981894,126078.0
Tesla,Model 3,2016.0,Electric,Automatic,Black,32413.22669597926,133140.0
Toyota,RAV4,,Diesel,Manual,Red,32102.112255285847,11683.0
Tesla,Model S,2012.0,Gasoline,Automatic,Blue,39493.55954881785,123031.0
Chevrolet,Equinox,2002.0,Gasoline,Automatic,Silver,,142189.0
,Model S,2021.0,Electric,CVT,Silver,30162.072719049287,3665.0
,,2015.0,Diesel,CVT,Red,32123.737600501336,179338.0
BMW,X3,2007.0,Electric,CVT,,33093.45873886982,55541.0
Ford,Focus,2004.0,Gasoline,CVT,Black,39329.0213491364,13910.0
Tesla,Model S,2003.0,Electric,Automatic,Red,33813.79781430383,40566.0
Toyota,RAV4,2005.0,Gasoline,Automatic,Red,37112.21250787975,161361.0
Nissan,,,Hybrid,Manual,Black,,181483.0
BMW,X3,2010.0,Gasoline,Automatic,Black,25228.920294381493,166821.0
Ford,Escape,2008.0,,Manual,White,26199.46932041306,134626.0
Toyota,RAV4,2012.0,Diesel,Automatic,White,23240.518308150888,197622.0
Ford,Escape,2004.0,Hybrid,Automatic,Black,26279.124163638568,177367.0
Chevrolet,Malibu,2005.0,Hybrid,Manual,White,17970.28686430043,
Nissan,Rogue,2022.0,Electric,,White,27777.210796850624,102017.0
Tesla,Model X,2004.0,Gasoline,CVT,Black,30322.683637613452,16838.0
Nissan,Altima,2021.0,Diesel,CVT,Red,38006.00888303015,
Ford,Focus,2007.0,Hybrid,CVT,Silver,29233.006912620072,186283.0
Chevrolet,Malibu,2022.0,Electric,Automatic,Silver,27358.978381342185,66025.0
,RAV4,,,Manual,White,28581.1474863081,14959.0
Nissan,Rogue,2013.0,Diesel,CVT,Blue,28828.545749271034,169823.0
,,2024.0,Electric,Manual,Silver,33409.7654479631,170678.0
Toyota,RAV4,2014.0,Diesel,Automatic,Black,30741.704693209234,144622.0
Chevrolet,Impala,2011.0,Diesel,Automatic,White,32831.40434852774,192817.0
Chevrolet,Impala,2009.0,Gasoline,Automatic,White,32134.18500766758,24459.0
BMW,X3,2019.0,Diesel,Automatic,Silver,29813.772644050146,126187.0
Chevrolet,Equinox,2024.0,Diesel,CVT,,33094.810210822245,179173.0
Nissan,Rogue,2001.0,Hybrid,Automatic,Red,40350.9246718905,8806.0
Nissan,,2003.0,Diesel,Automatic,Blue,34195.16557286577,32162.0
,Altima,2009.0,Gasoline,Automatic,Black,37539.94519249735,184043.0
Honda,Civic,2008.0,Hybrid,Manual,Silver,33728.114557524015,7739.0
Honda,Civic,2006.0,Gasoline,Automatic,Red,18154.911284473048,
Nissan,Altima,2000.0,Diesel,Manual,Red,31531.154039970203,83890.0
Honda,Accord,2001.0,Diesel,CVT,Silver,36957.34148852475,176001.0
Chevrolet,Impala,2019.0,Diesel,Manual,Black,25271.66106905115,97367.0
,Camry,2020.0,Electric,CVT,Blue,25725.41300988625,162380.0
BMW,X3,2000.0,,,White,30251.880620469266,144126.0
BMW,X3,2016.0,,Manual,Black,,74363.0
Ford,Focus,2003.0,Hybrid,Automatic,Red,34565.52672068904,156857.0
Honda,CR-V,2008.0,,CVT,Red,34103.69514874368,
Tesla,Model 3,2013.0,Hybrid,,,20585.475177977198,145051.0
Nissan,Altima,2014.0,Gasoline,,Red,22614.57916895941,114604.0
Chevrolet,Equinox,2003.0,Gasoline,,Silver,26177.18774360181,47201.0
BMW,,2008.0,,CVT,Red,19677.325316234477,94176.0
Ford,Fusion,,Hybrid,Automatic,Red,34844.35441530778,182050.0
,Focus,2020.0,Diesel,Automatic,Silver,32721.06207414515,135921.0
Nissan,Rogue,2008.0,Diesel,CVT,Grey,30898.983583163088,155790.0
Tesla,Model 3,2004.0,Hybrid,CVT,Blue,40855.50748762409,88325.0
Chevrolet,Malibu,2000.0,Diesel,Manual,Blue,47784.91356065885,158207.0
Toyota,RAV4,2021.0,Diesel,Automatic,Black,,15689.0
Chevrolet,Impala,2009.0,Diesel,Manual,White,28318.383370461117,
Ford,Escape,2019.0,,Manual,Blue,25811.16116932745,
Toyota,RAV4,2009.0,Hybrid,CVT,Blue,,
Chevrolet,Impala,2017.0,Electric,Automatic,Grey,23434.13026163846,27014.0
Nissan,Rogue,2021.0,Gasoline,Automatic,White,28786.978142080283,34563.0
Nissan,Rogue,2014.0,Electric,CVT,White,,
Ford,Fusion,2024.0,Diesel,Automatic,Silver,31597.989157340413,
BMW,320i,2005.0,Hybrid,Automatic,White,39885.0507259657,116854.0
Toyota,,2019.0,Gasoline,Manual,Silver,24505.429250414032,176026.0
Nissan,Sentra,2004.0,Hybrid,Manual,Black,22522.04754477553,89825.0
Toyota,Corolla,,Diesel,CVT,White,22070.614034849226,5983.0
,X3,2023.0,Hybrid,Manual,Grey,36355.61784862574,
,Civic,2008.0,,Automatic,,26713.863707844102,107716.0
Tesla,Model X,,Hybrid,CVT,White,,147078.0
BMW,X5,2018.0,Electric,,Grey,20206.280803712587,
Chevrolet,Impala,2005.0,Electric,Manual,Silver,36538.488986126984,70220.0
Honda,Accord,,Diesel,CVT,Red,26122.423198621582,52784.0
Toyota,Camry,,Gasoline,Manual,Silver,32185.00232489099,101958.0
,Camry,2003.0,Diesel,Automatic,Black,49629.55004228969,112046.0
Tesla,Model X,2008.0,Diesel,CVT,Red,26658.968349248455,88018.0
Honda,Accord,2017.0,Electric,Automatic,Red,31759.784969560005,124768.0
Ford,Focus,2008.0,Hybrid,Automatic,Grey,28374.22739208172,76023.0
Chevrolet,Impala,2017.0,,Manual,White,27328.830671600826,166507.0
Toyota,Camry,2022.0,,CVT,Red,22439.236474650334,38941.0
Honda,CR-V,2014.0,Electric,Manual,Silver,33282.0963315088,173531.0
Toyota,,2014.0,Electric,Manual,Silver,30107.403016536442,51516.0
,Accord,2019.0,Diesel,Automatic,White,,146144.0
Tesla,Model 3,2014.0,Electric,Automatic,White,26193.3245428473,50603.0
Tesla,,2006.0,Electric,Automatic,Red,30471.11505266725,74736.0
Tesla,Model S,2011.0,Hybrid,Automatic,Red,,52282.0
Toyota,RAV4,2019.0,,Manual,Silver,,33464.0
Ford,Escape,2009.0,,CVT,Red,42259.566366219486,107309.0
,Fusion,,,Automatic,White,46441.518300632524,123189.0
Tesla,Model X,2019.0,Electric,Automatic,Red,26966.01194811306,183635.0
Tesla,Model 3,2009.0,,CVT,Black,37275.50841511893,
Nissan,Sentra,2023.0,Hybrid,Manual,Grey,18349.07899752551,66652.0
Ford,Escape,2009.0,,CVT,Black,37536.21862112428,94835.0
Ford,,2015.0,Gasoline,Manual,Blue,38032.60677330478,174498.0
,Altima,2011.0,Gasoline,CVT,Grey,26318.054394990035,136659.0
BMW,X3,2011.0,Hybrid,Automatic,Black,25682.712238483073,141341.0
Ford,Focus,2021.0,Electric,Automatic,Red,16530.52726271966,6088.0
Tesla,Model S,2021.0,,Automatic,White,31111.724153917752,141615.0
Toyota,Corolla,2013.0,Hybrid,,Black,34152.37248016565,3005.0
,Escape,2009.0,Diesel,,,38761.62101277974,46381.0
Chevrolet,Impala,2001.0,Electric,,Red,39222.990828859096,179056.0
Tesla,Model X,2008.0,Electric,Automatic,Blue,34243.038783404634,150018.0
Chevrolet,Impala,2016.0,Electric,Automatic,Grey,30268.82471143537,23471.0
Honda,CR-V,2012.0,Gasoline,CVT,Black,17335.179490735114,
Tesla,,2016.0,Electric,CVT,Silver,25428.446483738728,24440.0
Ford,Focus,2008.0,Gasoline,,Red,,
BMW,320i,,Hybrid,Manual,Grey,30550.20741126657,156594.0
Chevrolet,Malibu,,,Manual,Grey,28320.454317650445,138896.0
Toyota,,2021.0,,CVT,White,29399.377513131807,120824.0
Tesla,Model 3,2017.0,Electric,Manual,Silver,,123699.0
Chevrolet,Impala,2004.0,Diesel,CVT,Black,37558.22306738672,8614.0
BMW,320i,2018.0,Electric,CVT,Red,36221.61915168866,20914.0
Honda,Civic,2007.0,Electric,Automatic,Grey,36950.313547572856,63699.0
Ford,Escape,2018.0,Gasoline,Automatic,Red,35752.97017117277,188883.0
BMW,320i,2021.0,,Automatic,Red,34034.87754113206,79017.0
Honda,CR-V,2019.0,Diesel,Manual,Grey,21964.3545621594,76031.0
Nissan,Altima,2022.0,,Manual,Silver,44379.07791780975,91818.0
Ford,Fusion,2007.0,Gasoline,,Blue,21578.241329423756,147049.0
Nissan,Altima,2002.0,Electric,Automatic,Black,,
Toyota,RAV4,2018.0,Electric,Automatic,Grey,32827.37775694947,2594.0
Nissan,Altima,2015.0,Electric,Manual,Red,16466.94208127193,76610.0
Toyota,Camry,2000.0,Gasoline,Manual,Grey,,88197.0
Tesla,Model X,2024.0,Diesel,CVT,Blue,,158643.0
Tesla,Model 3,2000.0,,Automatic,,29444.380034503578,
Tesla,Model S,2014.0,,Automatic,White,40677.80482515581,117618.0
Honda,Civic,2006.0,,CVT,Grey,26736.05000851655,60051.0
Tesla,Model S,2004.0,Hybrid,,,,198974.0
Chevrolet,Impala,2004.0,Gasoline,Manual,Black,27473.56369346586,97309.0
,Rogue,2005.0,Electric,Manual,Red,37822.04384615233,125341.0
,Accord,,Electric,,Blue,20742.506182674304,156640.0
Nissan,Sentra,2001.0,,Automatic,Blue,26027.967092795116,37459.0
Ford,Escape,2021.0,Hybrid,CVT,,43360.49787450643,166588.0
Honda,Civic,,Gasoline,CVT,Grey,34249.55874626317,193556.0
BMW,320i,,Hybrid,Manual,Grey,37238.50593273339,154405.0
BMW,X5,2007.0,Gasoline,Automatic,White,38005.34881129725,88295.0
Honda,Accord,2000.0,Gasoline,,,35499.42695343685,
BMW,X3,2017.0,Diesel,Manual,Black,29239.677606940528,128975.0
Nissan,,2022.0,Electric,Manual,,22311.30326137078,124628.0
Chevrolet,Malibu,2000.0,Electric,Automatic,Grey,21825.329803969453,78845.0
Chevrolet,Equinox,2018.0,Hybrid,Manual,Blue,,167198.0
Honda,Civic,2019.0,Gasoline,Manual,Silver,21141.52152571013,
Chevrolet,,2011.0,,Automatic,Red,,10165.0
Chevrolet,Malibu,2007.0,,Automatic,White,,131866.0
Chevrolet,Impala,2017.0,Diesel,CVT,Silver,41472.51205715723,30736.0
Chevrolet,Malibu,2010.0,,Manual,,,58084.0
Nissan,Altima,2003.0,Electric,CVT,Red,38840.54832003938,139933.0
Ford,Focus,2003.0,Diesel,CVT,Red,43300.01292753246,148893.0
Nissan,,2016.0,,CVT,Black,26064.98414575977,27802.0
Ford,Focus,2017.0,Gasoline,Automatic,Grey,35708.94279526132,194569.0
Honda,Civic,2024.0,Electric,Automatic,White,25784.296423888605,58812.0
Toyota,Corolla,2003.0,Gasoline,Manual,Silver,42445.64624143657,
BMW,X5,2023.0,,Automatic,Grey,34815.338189201706,80641.0
Nissan,,2006.0,,CVT,Black,33790.45032165347,58418.0
Chevrolet,Malibu,2022.0,Electric,Automatic,Red,25662.096587074204,118069.0
Honda,CR-V,2001.0,Electric,Automatic,Black,46013.11506697597,
Nissan,,2020.0,Electric,,,24889.862951735926,41607.0
BMW,X5,2002.0,Diesel,Manual,Silver,,
BMW,X3,2006.0,Electric,CVT,Blue,25968.67296866217,74900.0
Tesla,Model S,2009.0,Electric,Manual,White,26082.68754395231,28794.0
,RAV4,2002.0,Hybrid,Automatic,Black,22247.328962173364,
Honda,,2013.0,Diesel,CVT,,22138.939933571663,123612.0
Ford,Escape,2000.0,Hybrid,Manual,,18108.105887070284,163073.0
Tesla,Model X,2014.0,,Manual,Red,24757.599216621355,170200.0
Chevrolet,Impala,2012.0,Electric,Manual,White,32410.97315477237,128379.0
Chevrolet,Malibu,2018.0,Hybrid,Automatic,,40516.36405351043,
,Fusion,2002.0,Hybrid,Manual,Grey,16202.715955782727,14242.0
,Equinox,2001.0,,CVT,Blue,20513.333669229687,98901.0
Ford,Escape,2023.0,Electric,CVT,Grey,,100628.0
BMW,320i,2022.0,Hybrid,,Black,51772.062213790065,30976.0
Ford,Escape,2004.0,Gasoline,Manual,Black,35401.680126790554,25261.0
Honda,CR-V,2015.0,Gasoline,Manual,,33907.326551188286,25262.0
Ford,Focus,2002.0,Hybrid,CVT,Blue,23879.542603717444,9533.0
,Model S,2009.0,Hybrid,Manual,Grey,35885.929907275655,125890.0
Ford,,2021.0,Hybrid,Manual,,28095.537674918127,76368.0
Ford,Focus,2012.0,Diesel,CVT,,29410.42648685057,159397.0
BMW,320i,2013.0,Gasoline,Manual,Blue,31252.52191271804,137229.0
BMW,X3,2005.0,Electric,CVT,,35500.11005383635,111972.0
Tesla,Model X,2006.0,Electric,Manual,Silver,31520.48766179767,
Nissan,Altima,2016.0,Gasoline,Manual,Silver,21907.31655549076,182206.0
Honda,CR-V,2002.0,Hybrid,Manual,Grey,23319.77936053292,1119.0
Honda,,2009.0,,CVT,Silver,,13351.0
,Civic,2001.0,Diesel,Manual,Silver,41073.97528089527,180750.0
,Corolla,2013.0,Hybrid,CVT,Grey,,89074.0
Tesla,Model 3,2003.0,Hybrid,CVT,Red,32642.159118537416,46921.0
Nissan,Altima,2022.0,Hybrid,Automatic,White,,122448.0
Ford,Escape,2015.0,Hybrid,Automatic,Red,25071.51831342685,
Tesla,Model 3,2005.0,Diesel,CVT,Grey,26473.608679877747,36294.0
Chevrolet,Malibu,2005.0,Hybrid,Automatic,White,48639.85443400264,28370.0
,Escape,2010.0,Hybrid,Automatic,Silver,31020.934755568833,19750.0
Ford,Escape,2024.0,Gasoline,Manual,,34540.339168601415,18934.0
Ford,Focus,2024.0,Diesel,CVT,Black,33977.19269299458,174846.0
Tesla,,2009.0,Electric,Manual,Black,23217.796200489913,39103.0
Nissan,Altima,2014.0,,Automatic,Silver,29173.640270577882,191157.0
Tesla,Model X,2004.0,Hybrid,CVT,Grey,40786.46688906561,182658.0
BMW,X5,2004.0,Hybrid,Automatic,Red,32507.06599557391,58024.0
Nissan,Rogue,2017.0,Gasoline,Automatic,Grey,,
Chevrolet,Malibu,2019.0,,Manual,Silver,35923.695528132645,144475.0
BMW,X5,2002.0,Diesel,CVT,Red,39777.16452399185,99132.0
Ford,Escape,,Diesel,,Blue,39510.51594842856,160302.0
,Malibu,2020.0,,Automatic,,25691.26538723076,42517.0
Tesla,Model S,2013.0,Hybrid,Automatic,Black,31367.692633101833,184311.0
BMW,320i,2014.0,Diesel,CVT,Red,32795.43020441922,193843.0
Honda,,2010.0,Electric,Automatic,White,20217.99469215705,45984.0
Tesla,Model S,,Hybrid,CVT,Silver,20197.60905648055,195885.0
Honda,CR-V,2022.0,Diesel,Automatic,Black,24655.506885661554,135727.0
Honda,CR-V,2003.0,,Automatic,Black,42584.74377726523,68972.0
Tesla,Model 3,2003.0,Gasoline,Automatic,White,30804.643995724342,21432.0
Tesla,Model 3,2020.0,Diesel,Manual,Black,25791.61464557316,174008.0
Honda,Civic,2012.0,Hybrid,Automatic,Blue,20264.936354312566,105035.0
BMW,X5,2002.0,Diesel,Automatic,Black,23186.78202938071,102995.0
Tesla,Model S,2015.0,Hybrid,,White,23385.41457557503,26165.0
